산코드,산명,등산로순번,등산로명,등산로주요지점내용,등산로길이,등산로난이도명,등산로상행시간,등산로하행시간,등산로재질내용,등산로통제여부,등산로폐쇄여부,등산로위험구간내용,등산로추천여부,데이터기준일자,제공기관코드,제공기관명
224700701,팔아산,7,,,3,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442700801,삼선산,8,,,4.5,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442700901,석문산,9,,,2,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701001,자모산,10,,,4,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701101,봉화산(정미면),11,,,4.5,,,,,,,,,2018-09-03,5680000,충청남도 당진시
224701201,봉화산(송산면),12,,,2.5,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701301,덕마산,13,,,2,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701401,아미산,14,,,9.2,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701501,몽산,15,,,3,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701601,다불산,16,,,2.4,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701701,보령산,17,,,1.5,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442701801,구절산,18,,,2,,,,,,,,,2018-09-03,5680000,충청남도 당진시
224701901,함박산,19,,,3,,,,,,,,,2018-09-03,5680000,충청남도 당진시
224702001,당산,20,,,2,,,,,,,,,2018-09-03,5680000,충청남도 당진시
442702101,망객산,21,,,2,,,,,,,,,2018-09-03,5680000,충청남도 당진시
447202201,망치산,22,,,4,,,,,,,,,2018-09-03,5680000,충청남도 당진시
